bldg_id,in.sqft,in.area_median_income,in.battery,in.bedrooms,in.ceiling_fan,in.clothes_dryer,in.clothes_dryer_usage_level,in.clothes_washer,in.clothes_washer_presence,in.clothes_washer_usage_level,in.cooking_range,in.cooking_range_usage_level,in.cooling_setpoint,in.cooling_setpoint_has_offset,in.cooling_setpoint_offset_magnitude,in.cooling_setpoint_offset_period,in.corridor,in.dishwasher,in.dishwasher_usage_level,in.door_area,in.duct_leakage_and_insulation,in.duct_location,in.federal_poverty_level,in.geometry_attic_type,in.geometry_building_horizontal_location_mf,in.geometry_building_horizontal_location_sfa,in.geometry_building_level_mf,in.geometry_building_number_units_mf,in.geometry_building_number_units_sfa,in.geometry_building_type_recs,in.geometry_floor_area,in.geometry_floor_area_bin,in.geometry_foundation_type,in.geometry_garage,in.geometry_stories,in.geometry_stories_low_rise,in.geometry_story_bin,in.geometry_wall_exterior_finish,in.geometry_wall_type,in.has_pv,in.heating_fuel,in.heating_setpoint,in.heating_setpoint_has_offset,in.heating_setpoint_offset_magnitude,in.heating_setpoint_offset_period,in.holiday_lighting,in.hot_water_distribution,in.hot_water_fixtures,in.household_has_tribal_persons,in.hvac_cooling_efficiency,in.hvac_cooling_partial_space_conditioning,in.hvac_cooling_type,in.hvac_has_ducts,in.hvac_has_shared_system,in.hvac_has_zonal_electric_heating,in.hvac_heating_efficiency,in.hvac_heating_type,in.hvac_heating_type_and_fuel,in.hvac_shared_efficiencies,in.income_recs_2020,in.infiltration,in.insulation_ceiling,in.insulation_floor,in.insulation_foundation_wall,in.insulation_rim_joist,in.insulation_roof,in.insulation_slab,in.insulation_wall,in.interior_shading,in.lighting,in.lighting_interior_use,in.lighting_other_use,in.mechanical_ventilation,in.misc_extra_refrigerator,in.misc_freezer,in.misc_gas_fireplace,in.misc_gas_grill,in.misc_gas_lighting,in.misc_hot_tub_spa,in.misc_pool,in.misc_pool_heater,in.misc_pool_pump,in.misc_well_pump,in.natural_ventilation,in.neighbors,in.occupants,in.orientation,in.overhangs,in.plug_load_diversity,in.plug_loads,in.pv_orientation,in.pv_system_size,in.radiant_barrier,in.refrigerator,in.refrigerator_usage_level,in.roof_material,in.solar_hot_water,in.tenure,in.usage_level,in.vacancy_status,in.vintage,in.vintage_acs,in.water_heater_efficiency,in.water_heater_fuel,in.water_heater_in_unit,in.window_areas,in.windows,in.representative_income,out.site_energy.total.energy_consumption.kwh
11458,1228,0-30%,,3,Standard Efficiency,Electric,100% Usage,EnergyStar,Yes,100% Usage,Electric Resistance,100% Usage,75F,Yes,5F,Night Setback +3h,Not Applicable,318 Rated kWh,100% Usage,20 ft^2,,,100-150%,Vented Attic,,,,,,Single-Family Detached,1000-1499,0-1499,Unheated Basement,,2,2,<8,"Vinyl, Light",Wood Frame,No,Other Fuel,70F,Yes,12F,Night -3h,No Exterior Use,Uninsulated,100% Usage,No,"Room AC, EER 12.0",20% Conditioned,Room AC,No,,No,"Fuel Wall/Floor Furnace, 60% AFUE",Non-Ducted Heating,Other Fuel Fuel Wall/Floor Furnace,,<20000,30 ACH50,R-19,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,EF 17.6,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,1,East,,1.0,1.01,,,No,EF 19.9,100% Usage,Composition Shingles,,Owner,Medium,Occupied,<1940,<1940,Electric Standard,Electricity,Yes,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",16639,5799.29033656793
11490,2179,120-150%,,2,Standard Efficiency,Gas,100% Usage,Standard,Yes,100% Usage,Gas,100% Usage,76F,Yes,2F,Night Setback -2h,Not Applicable,318 Rated kWh,100% Usage,20 ft^2,"30% Leakage to Outside, Uninsulated",Crawlspace,400%+,Vented Attic,,,,,,Single-Family Detached,2000-2499,1500-2499,Unvented Crawlspace,,1,1,<8,"Brick, Medium/Dark",Wood Frame,No,Natural Gas,70F,Yes,6F,Night -1h,No Exterior Use,Uninsulated,100% Usage,No,"AC, SEER 15",100% Conditioned,Central AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,60000-99999,4 ACH50,R-13,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, R-11","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,3,North,,1.0,1.01,,,No,EF 17.6,100% Usage,"Asphalt Shingles, Medium",,Owner,Medium,Occupied,1980s,1980-99,Electric Standard,Electricity,Yes,F18 B18 L18 R18,"Double, Clear, Non-metal, Air",92315,49227.1476568281
12342,1698,150%+,,3,Standard Efficiency,Electric,120% Usage,Standard,Yes,120% Usage,Electric Resistance,120% Usage,70F,Yes,2F,Night Setback -1h,Not Applicable,318 Rated kWh,120% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Heated Basement,400%+,,,,,,,Single-Family Detached,1500-1999,1500-2499,Heated Basement,2 Car,1,1,<8,"Shingle, Composition, Medium",Wood Frame,No,Natural Gas,68F,No,0F,,No Exterior Use,Uninsulated,200% Usage,No,"AC, SEER 15",100% Conditioned,Central AC,Yes,,No,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,150000+,10 ACH50,,Uninsulated,"Wall R-10, Exterior","R-10, Exterior","Finished, R-38",,"Wood Stud, R-11","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,3,Northwest,,2.0,1.01,,,No,EF 19.9,105% Usage,"Asphalt Shingles, Medium",,Owner,High,Occupied,1980s,1980-99,Electric Standard,Electricity,Yes,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",189249,28310.3723075664
13761,1698,100-120%,,2,Standard Efficiency,Electric,100% Usage,EnergyStar,Yes,100% Usage,Gas,100% Usage,72F,No,0F,,Not Applicable,,100% Usage,20 ft^2,"20% Leakage to Outside, R-4",Garage,400%+,,,,,,,Single-Family Detached,1500-1999,1500-2499,Slab,2 Car,1,1,<8,"Wood, Medium/Dark",Wood Frame,No,Natural Gas,70F,No,0F,,No Exterior Use,Uninsulated,100% Usage,No,"Room AC, EER 12.0",60% Conditioned,Room AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,60000-99999,10 ACH50,,,,,"Finished, R-19",Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,East,,1.0,1.01,,,No,EF 17.6,100% Usage,Composition Shingles,,Owner,Medium,Occupied,1950s,1940-59,Natural Gas Standard,Natural Gas,Yes,F9 B9 L9 R9,"Double, Clear, Non-metal, Air",74877,45219.6938432932
15799,3310,Not Available,,3,"Standard Efficiency, No usage",Electric,100% Usage,Standard,Yes,100% Usage,Propane,100% Usage,75F,No,0F,,Not Applicable,290 Rated kWh,100% Usage,20 ft^2,"20% Leakage to Outside, Uninsulated",Unheated Basement,Not Available,,,,,,,Single-Family Detached,3000-3999,2500-3999,Unheated Basement,1 Car,1,1,<8,"Vinyl, Light",Wood Frame,No,Fuel Oil,55F,Yes,12F,Night +4h,No Exterior Use,Uninsulated,100% Usage,Not Available,"AC, SEER 15",100% Conditioned,Central AC,Yes,,No,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Fuel Oil Fuel Furnace,,Not Available,10 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-38",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,EF 17.6,,,,,,Has Pool,,1.0 HP Pump,,"Cooling Season, 7 days/wk",Left/Right at 15ft,0,North,,1.0,1.01,,,No,EF 17.6,100% Usage,"Asphalt Shingles, Medium",,Not Available,Medium,Vacant,1940s,1940-59,Electric Standard,Electricity,Yes,F9 B9 L9 R9,"Double, Clear, Non-metal, Air, Exterior Clear Storm",0,24568.1478125373
15812,854,60-80%,,1,Standard Efficiency,,80% Usage,,,80% Usage,Electric Resistance,80% Usage,80F,No,0F,,Double-Loaded Interior,318 Rated kWh,80% Usage,20 ft^2,,,300-400%,,Left,,Bottom,8.0,,Multi-Family with 5+ Units,750-999,0-1499,Slab,,2,2,<8,"Vinyl, Light",Wood Frame,No,Electricity,65F,No,0F,,No Exterior Use,Uninsulated,50% Usage,No,"Room AC, EER 10.7",40% Conditioned,Room AC,No,,Yes,"Electric Baseboard, 100% Efficiency",Non-Ducted Heating,Electricity Baseboard,,40000-59999,15 ACH50,,,,,"Finished, R-49","2ft R5 Under, Horizontal","Wood Stud, R-19","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",27,1,West,,0.5,0.89,,,,EF 19.9,95% Usage,"Asphalt Shingles, Medium",,Renter,Low,Occupied,1980s,1980-99,Natural Gas Standard,Natural Gas,Yes,F18 B18 L18 R18,"Single, Clear, Non-metal",42184,11536.7426773295
17024,634,Not Available,,2,"Standard Efficiency, No usage",Electric,120% Usage,EnergyStar,Yes,120% Usage,Electric Resistance,120% Usage,75F,No,0F,,Not Applicable,290 Rated kWh,120% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Heated Basement,Not Available,Vented Attic,,,,,,Single-Family Detached,500-749,0-1499,Heated Basement,,2,2,<8,"Wood, Medium/Dark",Wood Frame,No,Natural Gas,55F,No,0F,,No Exterior Use,Uninsulated,200% Usage,Not Available,"AC, SEER 13",100% Conditioned,Central AC,Yes,,No,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,Not Available,20 ACH50,R-13,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,0,Southwest,,2.0,1.01,,,No,EF 17.6,105% Usage,"Asphalt Shingles, Medium",,Not Available,High,Vacant,<1940,<1940,Electric Standard,Electricity,Yes,F9 B9 L9 R9,"Double, Clear, Non-metal, Air",0,11460.2511280145
17320,2678,150%+,,1,Standard Efficiency,Electric,80% Usage,Standard,Yes,80% Usage,Propane,80% Usage,70F,No,0F,,Not Applicable,318 Rated kWh,80% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Heated Basement,400%+,Vented Attic,,,,,,Single-Family Detached,2500-2999,2500-3999,Heated Basement,2 Car,1,1,<8,"Vinyl, Light",Wood Frame,No,Electricity,68F,Yes,12F,Night +3h,No Exterior Use,Uninsulated,50% Usage,No,"AC, SEER 13",60% Conditioned,Central AC,Yes,,No,"Electric Furnace, 100% AFUE",Ducted Heating,Electricity Electric Furnace,,150000+,7 ACH50,R-19,Uninsulated,"Wall R-10, Exterior","R-10, Exterior","Unfinished, Uninsulated",,"Wood Stud, R-19","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,,,,,,Electricity,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,Southwest,,0.5,1.01,,,No,EF 17.6,95% Usage,Composition Shingles,,Owner,Low,Occupied,2000s,2000-09,Electric Standard,Electricity,Yes,F9 B9 L9 R9,"Double, Clear, Non-metal, Air",149501,22114.5568130555
19791,1228,150%+,,4,,Electric,100% Usage,Standard,Yes,100% Usage,Propane,100% Usage,70F,No,0F,,Not Applicable,,100% Usage,20 ft^2,"20% Leakage to Outside, Uninsulated",Unheated Basement,400%+,Vented Attic,,,,,,Single-Family Detached,1000-1499,0-1499,Unheated Basement,1 Car,1,1,<8,"Stucco, Light",Wood Frame,No,Propane,70F,Yes,3F,Night -1h,No Exterior Use,Uninsulated,100% Usage,No,"AC, SEER 13",100% Conditioned,Central AC,Yes,,No,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Propane Fuel Furnace,,60000-99999,20 ACH50,Uninsulated,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,EF 15.9,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,Southwest,,1.0,1.01,,,No,EF 19.9,100% Usage,Wood Shingles,,Owner,Medium,Occupied,<1940,<1940,Electric Premium,Electricity,Yes,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",89096,59821.666843554
21336,2179,60-80%,,2,Standard Efficiency,Gas,80% Usage,EnergyStar,Yes,80% Usage,Gas,80% Usage,70F,No,0F,,Not Applicable,,80% Usage,20 ft^2,"20% Leakage to Outside, Uninsulated",Crawlspace,200-300%,Vented Attic,,,,,,Single-Family Detached,2000-2499,1500-2499,Vented Crawlspace,1 Car,1,1,<8,"Vinyl, Light",Wood Frame,No,Natural Gas,68F,No,0F,,No Exterior Use,Uninsulated,50% Usage,No,"Room AC, EER 10.7",20% Conditioned,Room AC,Yes,,No,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,40000-59999,15 ACH50,R-19,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,"EF 12, National Average",,Gas Grill,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,Northwest,,0.5,1.01,,,No,EF 17.6,95% Usage,Composition Shingles,,Owner,Low,Occupied,1940s,1940-59,Electric Standard,Electricity,Yes,F12 B12 L12 R12,"Double, Clear, Non-metal, Air, Exterior Clear Storm",42426,62136.049084704
22641,1138,Not Available,,3,,,120% Usage,,,120% Usage,Electric Resistance,120% Usage,70F,No,0F,,Double-Loaded Interior,,120% Usage,20 ft^2,,,Not Available,,Middle,,Top,7.0,,Multi-Family with 5+ Units,1000-1499,0-1499,Unheated Basement,,2,2,<8,"Brick, Medium/Dark",Wood Frame,No,Electricity,55F,No,0F,,No Exterior Use,Uninsulated,200% Usage,Not Available,"Room AC, EER 10.7",60% Conditioned,Room AC,No,,Yes,"Electric Baseboard, 100% Efficiency",Non-Ducted Heating,Electricity Baseboard,,Not Available,15 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-19",,"Wood Stud, R-11","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",,0,East,,2.0,0.89,,,,EF 15.9,105% Usage,"Asphalt Shingles, Medium",,Not Available,High,Vacant,1980s,1980-99,Electric Premium,Electricity,No,F15 B15 L15 R15,"Double, Low-E, Non-metal, Air, M-Gain",0,4686.20641205383
23173,2115,0-30%,,1,,,100% Usage,Standard,Yes,100% Usage,Electric Resistance,100% Usage,70F,Yes,9F,Night Setback,Double-Loaded Interior,,100% Usage,20 ft^2,,,0-100%,,Left,,Top,4.0,,Multi-Family with 2 - 4 Units,2000-2499,1500-2499,Unheated Basement,,2,2,<8,,Brick,No,Natural Gas,70F,No,0F,,No Exterior Use,Uninsulated,100% Usage,No,"Room AC, EER 10.7",60% Conditioned,Room AC,No,Heating Only,No,Shared Heating,Ducted Heating,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",<20000,20 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-19",,"Brick, 12-in, 3-wythe, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,"EF 12, National Average",,,,,,,,Typical Efficiency,"Cooling Season, 7 days/wk",27,1,East,,1.0,1.19,,,,,100% Usage,"Tile, Clay or Ceramic",,Renter,Medium,Occupied,<1940,<1940,Natural Gas Standard,Natural Gas,Yes,F30 B30 L30 R30,"Single, Clear, Metal",4849,45796.4577093921
25421,1228,100-120%,,2,Standard Efficiency,Gas,80% Usage,Standard,Yes,80% Usage,Electric Resistance,80% Usage,72F,Yes,5F,Day and Night Setup -2h,Not Applicable,318 Rated kWh,80% Usage,20 ft^2,"20% Leakage to Outside, R-4",Attic,300-400%,Vented Attic,,,,,,Single-Family Detached,1000-1499,0-1499,Slab,,1,1,<8,"Shingle, Composition, Medium",Wood Frame,No,Natural Gas,70F,No,0F,,No Exterior Use,Uninsulated,50% Usage,No,"Room AC, EER 10.7",100% Conditioned,Room AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,60000-99999,20 ACH50,R-38,,,,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,EF 17.6,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,South,,0.5,1.01,,,No,EF 19.9,95% Usage,"Asphalt Shingles, Medium",,Owner,Low,Occupied,1960s,1960-79,Natural Gas Premium,Natural Gas,Yes,F15 B15 L15 R15,"Single, Clear, Non-metal",63747,45263.9475748892
26864,3310,150%+,,4,,Electric,80% Usage,Standard,Yes,80% Usage,Propane,80% Usage,72F,No,0F,,Not Applicable,318 Rated kWh,80% Usage,20 ft^2,"30% Leakage to Outside, Uninsulated",Unheated Basement,400%+,Unvented Attic,,,,,,Single-Family Detached,3000-3999,2500-3999,Unheated Basement,,2,2,<8,"Vinyl, Light",Wood Frame,No,Propane,67F,No,0F,,No Exterior Use,Uninsulated,50% Usage,No,"AC, SEER 10",60% Conditioned,Central AC,Yes,,No,"Fuel Wall/Floor Furnace, 60% AFUE",Non-Ducted Heating,Propane Fuel Wall/Floor Furnace,,100000-149999,15 ACH50,R-13,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,EF 6.7,"EF 12, National Average",,,,,,,,Typical Efficiency,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,Northeast,,0.5,1.01,,,No,EF 19.9,95% Usage,"Asphalt Shingles, Medium",,Owner,Low,Occupied,<1940,<1940,Electric Premium,Electricity,Yes,F9 B9 L9 R9,"Double, Clear, Non-metal, Air",108692,109212.055086468
31170,5587,80-100%,,4,Standard Efficiency,Gas,120% Usage,EnergyStar,Yes,120% Usage,Electric Resistance,120% Usage,75F,No,0F,,Not Applicable,318 Rated kWh,120% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Heated Basement,300-400%,,,,,,,Single-Family Detached,4000+,4000+,Heated Basement,,2,2,<8,"Stucco, Light",Wood Frame,No,Fuel Oil,60F,Yes,3F,Night -4h,No Exterior Use,Uninsulated,200% Usage,No,"AC, SEER 15",100% Conditioned,Central AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Fuel Oil Fuel Furnace,,40000-59999,5 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-13",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,EF 15.9,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,1,Southeast,,2.0,1.01,,,No,EF 6.7,105% Usage,"Asphalt Shingles, Medium",,Owner,High,Occupied,<1940,<1940,Electric Premium,Electricity,Yes,F12 B12 L12 R12,"Single, Clear, Non-metal",42184,66717.6291247064
31375,2179,150%+,,4,Standard Efficiency,Electric,80% Usage,EnergyStar,Yes,80% Usage,Electric Resistance,80% Usage,70F,No,0F,,Not Applicable,290 Rated kWh,80% Usage,20 ft^2,,,400%+,Vented Attic,,,,,,Single-Family Detached,2000-2499,1500-2499,Heated Basement,,1,1,<8,"Vinyl, Light",Wood Frame,No,Other Fuel,70F,No,0F,,No Exterior Use,Uninsulated,50% Usage,No,"Room AC, EER 12.0",60% Conditioned,Room AC,No,,No,"Fuel Wall/Floor Furnace, 60% AFUE",Non-Ducted Heating,Other Fuel Fuel Wall/Floor Furnace,,100000-149999,10 ACH50,R-19,Uninsulated,"Wall R-10, Exterior","R-10, Exterior","Unfinished, Uninsulated",,"Wood Stud, R-11","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,,,,,,,Has Pool,,1.0 HP Pump,Typical Efficiency,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,Southeast,,0.5,1.01,,,No,EF 17.6,95% Usage,"Asphalt Shingles, Medium",,Owner,Low,Occupied,2000s,2000-09,FIXME Fuel Oil Indirect,Fuel Oil,Yes,F15 B15 L15 R15,"Triple, Low-E, Non-metal, Air, L-Gain",108692,11038.5218580367
31538,1698,0-30%,,4,Standard Efficiency,,120% Usage,,,120% Usage,Gas,120% Usage,78F,Yes,2F,Night Setback -5h,Not Applicable,290 Rated kWh,120% Usage,20 ft^2,"20% Leakage to Outside, R-4",Attic,0-100%,Vented Attic,,,,,,Single-Family Detached,1500-1999,1500-2499,Slab,2 Car,2,2,<8,"Wood, Medium/Dark",Wood Frame,No,Natural Gas,80F,No,0F,,No Exterior Use,Uninsulated,200% Usage,No,"AC, SEER 13",60% Conditioned,Central AC,Yes,,No,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,<20000,15 ACH50,R-30,,,,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, R-11","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,3,North,,2.0,1.01,,,No,EF 17.6,105% Usage,"Asphalt Shingles, Medium",,Renter,High,Occupied,1980s,1980-99,Natural Gas Standard,Natural Gas,Yes,F18 B18 L18 R18,"Double, Clear, Non-metal, Air",4229,70531.3629608575
32880,3310,150%+,,4,Standard Efficiency,Electric,100% Usage,Standard,Yes,100% Usage,Propane,100% Usage,70F,No,0F,,Not Applicable,318 Rated kWh,100% Usage,20 ft^2,,,400%+,Vented Attic,,,,,,Single-Family Detached,3000-3999,2500-3999,Unheated Basement,,3,3,<8,"Wood, Medium/Dark",Wood Frame,No,Other Fuel,68F,No,0F,,No Exterior Use,Uninsulated,100% Usage,No,"Room AC, EER 10.7",20% Conditioned,Room AC,No,,No,"Fuel Wall/Floor Furnace, 60% AFUE",Non-Ducted Heating,Other Fuel Fuel Wall/Floor Furnace,,60000-99999,25 ACH50,R-30,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,EF 15.9,,,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,West,,1.0,1.01,,,No,EF 21.9,100% Usage,Composition Shingles,,Owner,Medium,Occupied,<1940,<1940,Electric Premium,Electricity,Yes,F12 B12 L12 R12,"Single, Clear, Non-metal",89096,12795.4829237192
34198,1228,100-120%,,3,Standard Efficiency,Electric,100% Usage,Standard,Yes,100% Usage,Gas,100% Usage,80F,Yes,2F,Night Setback -1h,Not Applicable,290 Rated kWh,100% Usage,20 ft^2,"20% Leakage to Outside, Uninsulated",Unheated Basement,300-400%,,,,,,,Single-Family Detached,1000-1499,0-1499,Unheated Basement,1 Car,2,2,<8,"Vinyl, Light",Wood Frame,No,Natural Gas,65F,No,0F,,No Exterior Use,Uninsulated,100% Usage,No,"Room AC, EER 9.8",20% Conditioned,Room AC,Yes,,No,"Fuel Furnace, 60% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,40000-59999,6 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-30",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,,"EF 12, National Average",,,,,Has Pool,,1.0 HP Pump,Typical Efficiency,"Cooling Season, 7 days/wk",Left/Right at 15ft,2,West,,1.0,1.01,,,No,EF 19.9,100% Usage,"Asphalt Shingles, Medium",,Owner,Medium,Occupied,1960s,1960-79,Natural Gas Standard,Natural Gas,Yes,F9 B9 L9 R9,"Double, Clear, Non-metal, Air",55104,51329.6395142436
34365,2115,30-60%,,3,Standard Efficiency,Electric,100% Usage,EnergyStar,Yes,100% Usage,Electric Resistance,100% Usage,70F,No,0F,,Double-Loaded Interior,,100% Usage,20 ft^2,"20% Leakage to Outside, Uninsulated",Unheated Basement,100-150%,,Not Applicable,,Bottom,2.0,,Multi-Family with 2 - 4 Units,2000-2499,1500-2499,Unheated Basement,,2,2,<8,,Brick,No,Natural Gas,70F,Yes,3F,Night +5h,No Exterior Use,Uninsulated,100% Usage,No,"AC, SEER 13",100% Conditioned,Central AC,Yes,,No,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,20000-39999,10 ACH50,,Uninsulated,Uninsulated,Uninsulated,"Finished, R-38",,"Brick, 12-in, 3-wythe, Uninsulated","Summer = 0.7, Winter = 0.85",100% Incandescent,100% Usage,100% Usage,,,,,,,,,,,,"Cooling Season, 7 days/wk",27,4,West,,1.0,1.19,,,,,100% Usage,"Asphalt Shingles, Medium",,Renter,Medium,Occupied,<1940,<1940,Natural Gas Standard,Natural Gas,No,F15 B15 L15 R15,"Double, Low-E, Non-metal, Air, M-Gain",32325,44387.9581461444
35139,1698,100-120%,,2,Standard Efficiency,Gas,100% Usage,Standard,Yes,100% Usage,Gas,100% Usage,76F,No,0F,,Not Applicable,290 Rated kWh,100% Usage,20 ft^2,"0% Leakage to Outside, Uninsulated",Living Space,400%+,,,,,,,Mobile Home,1500-1999,1500-2499,Ambient,,1,1,<8,"Brick, Medium/Dark",Wood Frame,No,Natural Gas,65F,No,0F,,No Exterior Use,Uninsulated,100% Usage,No,"AC, SEER 13",100% Conditioned,Central AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,60000-99999,10 ACH50,,Ceiling R-19,,,"Finished, R-49",,"Wood Stud, R-19","Summer = 0.7, Winter = 0.85",100% LED,100% Usage,100% Usage,,EF 19.9,"EF 12, National Average",,,,,,,,,"Cooling Season, 7 days/wk",Left/Right at 15ft,3,East,,1.0,0.97,,,No,EF 10.5,100% Usage,Slate,,Owner,Medium,Occupied,1990s,1980-99,Natural Gas Premium,Natural Gas,Yes,F15 B15 L15 R15,"Double, Low-E, Non-metal, Air, M-Gain",92315,26539.0507594455
35310,1207,80-100%,,3,Standard Efficiency,Gas,80% Usage,EnergyStar,Yes,80% Usage,Gas,80% Usage,65F,No,0F,,Not Applicable,318 Rated kWh,80% Usage,20 ft^2,"20% Leakage to Outside, Uninsulated",Unheated Basement,300-400%,Vented Attic,,Left,,,8.0,Single-Family Attached,1000-1499,0-1499,Unheated Basement,,1,1,<8,"Vinyl, Light",Wood Frame,No,Natural Gas,65F,Yes,6F,Night +2h,No Exterior Use,Uninsulated,50% Usage,No,"Room AC, EER 10.7",20% Conditioned,Room AC,Yes,,No,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,40000-59999,6 ACH50,R-7,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.85",100% CFL,100% Usage,100% Usage,,,,,Gas Grill,,,,,,,"Cooling Season, 7 days/wk",7,1,East,,0.5,1.08,,,No,EF 17.6,95% Usage,"Tile, Clay or Ceramic",,Owner,Low,Occupied,<1940,<1940,Natural Gas Premium,Natural Gas,Yes,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",42184,27451.6740719618
